id,price,moonRank,💎 score (%),storeURL,Background,Belly,Body,Decoration,Eyes,Flair,Head,Mouth
220,0.3,192,96.59,https://magiceden.io/item-details/3h8RvBhDdTHeUtjgsSGUkjPLfBTdfVUrm9mm1BJYFgJp,Green,Heart,Shy Purple,None,Happy,Eyes Scribbles,Dog Teal,Spookyz Fangs
223,0.19,3031,63.48,https://magiceden.io/item-details/5PABGG2NJ3vreWb6bb99RnybJvgRfJWXRyqyWP8WKk6v,Pink,Cell,Concerned Teal,None,Exhausted,None,Dog Pink,Bored
225,0.4,2049,73.21,https://magiceden.io/item-details/5dJjrNBghjC9DyHzJBnQcPrUkgJ8Ab8QH568EH9T4GuC,Teal,Lightning,Shy Teal,Orange Halo,Panic,Cap,Cat Pink,Happy
227,0.19,3047,63.29,https://magiceden.io/item-details/EsbktB7RUqo1ps3ESwjEg9yGfGqn2q9fAdvdLWDGKruh,Teal,Heart,Grim Purple,Orange Halo,Panic,None,Bunny Teal,Sad
232,0.19,3182,61.66,https://magiceden.io/item-details/9AUA25Mv1Yeq1WNzYt3wEapoNVXAt2eYVg5Djp1Wkruh,Orange,Cell,Concerned Purple,Orange Halo,In Love,None,Cat Purple,Surly
252,0.4,2400,68.98,https://magiceden.io/item-details/FFgupoTCzQWfvod7NdEbNfprELu96m3bxucjBFysN4am,Orange,Heart,Grim Purple,Pink Flair,Excited,Stars,Bunny Teal,Bored
306,0.4,3254,58.7,https://magiceden.io/item-details/4rZW9Y6Gk4yK7EPEXGo6Z4myLUVEDgaLFscBkrtDGJEc,Teal,Heart,Grim Teal,None,Exhausted,None,Dog Teal,Happy
322,0.4,3212,59.2,https://magiceden.io/item-details/4LJ2UDy3Ar94BFCEjuKHT3mmU3tSNDXs8MprqfyDiw9t,Teal,Leaf,Grim Teal,None,Panic,None,Bunny Teal,Sad
323,0.4,2530,67.42,https://magiceden.io/item-details/8ywSJk8wdMHLHr82tA4gRsjS2Dw1tN5xxPQTw63EixC9,Orange,Lightning,Concerned Pink,None,In Love,Eyes Scribbles,Dog Pink,Hungry
329,0.4,2153,71.96,https://magiceden.io/item-details/2bg6RZJ11JMyLm3zjJzqSHn1V8yAr8scytjj6tYLLb26,Pink,Heart,Grim Pink,None,Hurt,Stars,Bunny Pink,Hungry
388,0.4,2554,67.13,https://magiceden.io/item-details/2EaVydJp4xanjXwWib6KbSX3pMgbYbnuaLz54xVU8bv7,Pink,Heart,Grim Pink,Pink Flair,Hurt,None,Bunny Teal,Bored
424,0.4,2869,63.33,https://magiceden.io/item-details/8ANbmRNvoFU8B9juYmPZD7ThEoAAwkgdPPrEdjC7qAbc,Orange,Lightning,Grim Teal,Rain,In Love,None,Dog Purple,Surly
453,0.4,1489,79.96,https://magiceden.io/item-details/CftmwS8phhYrZUK5CJgYWmYyEq4AoJP5HeX71WzSmHT6,Teal,Leaf,Concerned Purple,None,Worried,Tornados,Dog Pink,Happy
467,0.4,3036,61.32,https://magiceden.io/item-details/6gqSjbaxcVaJvsKbQT87Q5U6ngXv3Keqv2nwg5zeEGiE,Orange,Cell,Concerned Teal,None,Panic,Eyes Scribbles,Cat Teal,Cheeky
477,0.2,1397,83.07,https://magiceden.io/item-details/Eg2c6GwdW2KGn3377jZMHVtJSJYJDUW8uNJqKp9qRdE5,Teal,Lightning,Concerned Teal,Scribbles,Exhausted,None,Dog Purple,Speechless
502,0.4,3163,59.79,https://magiceden.io/item-details/ByJGpF1nsTxj9j8yR4n7YJrcBK5YM7Gy5sddWtm2hHJ7,Purple,Heart,Concerned Purple,Rain,Happy,None,Cat Teal,Happy
539,0.4,3177,59.62,https://magiceden.io/item-details/CELYoqCAUba9Mxd272GzXgftkohUa8dXVeg6x6sqZL6W,Orange,Cell,Concerned Pink,None,Exhausted,Stars,Cat Purple,Happy
547,0.2,2747,66.8,https://magiceden.io/item-details/Ato9cNm6vm2owthfLXFtUu1YVhf2zjkjAeE64j6C6yfB,Orange,Heart,Grim Pink,None,Hurt,Stars,Dog Teal,Hungry
549,0.4,2270,70.55,https://magiceden.io/item-details/EnTfeAAPybvWr4kh7VgmYFDkeTZA7v24hJ4sQJRPfb3B,Purple,Lightning,Grim Pink,None,Sad,None,Dog Teal,Bored
555,0.29,942,87.65,https://magiceden.io/item-details/GuEYeK3rTpJG9SZ7i4ZLhEE4FTZK5eFc126kqozRCyx,Teal,Cloud,Shy Pink,None,Sad,Stars,Bunny Teal,Happy
571,0.4,2004,73.76,https://magiceden.io/item-details/5EoMV11jJDeokBYd3Mc1ynWMY2mwkBXGi32Fj3e6u2a9,Orange,Leaf,Grim Purple,Pink Flair,Panic,Cap,Cat Pink,Surly
585,0.26,1035,86.83,https://magiceden.io/item-details/2skr6pwC9VgmThogRGxVv2Dy5NTYyA1ZzzMjdaRaNPuc,Orange,Cell,Shy Purple,Flames,Hurt,Mouth Scribbles,Cat Purple,Cheeky
589,0.4,2590,66.7,https://magiceden.io/item-details/Bcn4b8npY9uCfdVfKEcNPuyC829wAy6U4X7ARj97LCKk,Orange,Leaf,Shy Teal,None,Exhausted,Cap,Cat Purple,Happy
609,0.4,2652,65.95,https://magiceden.io/item-details/3djuGRfHXLN8qz1pz1AWpqbg3aW1BbWqwxSaEX34xm8x,Teal,Lightning,Shy Pink,Scribbles,Panic,None,Cat Teal,Happy
644,0.4,2513,67.62,https://magiceden.io/item-details/7Lts1ZPRRjGu7r658W3jhJ8WwjpWmduZxEJ8pLUM63Sm,Teal,Leaf,Concerned Purple,Orange Halo,Exhausted,None,Bunny Purple,Surly
647,0.4,1953,74.37,https://magiceden.io/item-details/HXxEztSAuFC7x2mFWJiSoseT5VzbPuoxzTRuFuVPNGZ9,Teal,Leaf,Concerned Purple,Rain,In Love,Tornados,Bunny Teal,Happy
648,0.25,1913,76.35,https://magiceden.io/item-details/8mmWpYF9ZxJTKFG4XD2wHXvAW4aSYgGBixAB5gP7uEZ4,Purple,Leaf,Grim Teal,Pink Flair,Panic,Cap,Cat Purple,Bored
685,0.4,2334,69.78,https://magiceden.io/item-details/5Q1muH3s35UtgXPQBHU5CSjxipxshFeQMuu4bEG11FPr,Orange,Heart,Grim Pink,None,In Love,Eyes Scribbles,Dog Pink,Joker
725,0.4,1418,80.82,https://magiceden.io/item-details/3rW3hMVjTevFEmc5t2yhsyWePoxD73Lm5U5aoaGGYTGC,Purple,Leaf,Shy Teal,Rain,Hurt,None,Bunny Teal,Surprised
739,0.4,3249,58.76,https://magiceden.io/item-details/7S8e9AegHo2nUUcfKNfjyFNGEN8NoxyEn8Z9CKx4yxH3,Orange,Cell,Grim Purple,Orange Halo,In Love,None,Bunny Purple,Happy
741,0.4,2380,69.23,https://magiceden.io/item-details/Gb6CddqSnPftpaVfiLgphNDjwDFbmQ2iGCojzYEdPAGH,Purple,Leaf,Grim Teal,Rain,Happy,None,Dog Pink,Cheeky
757,0.25,2577,68.35,https://magiceden.io/item-details/Hi3xZfLfS2xVz3bxcpjAu5tgEADJdbma7VQNszsbGGCT,Pink,Heart,Concerned Purple,Orange Halo,In Love,None,Dog Pink,Sad
763,0.24,3081,62.38,https://magiceden.io/item-details/61BV6YFaLRcQwZQChvYersuTuSxVWChkiYKjDLyGW9Lh,Orange,Leaf,Shy Pink,None,In Love,None,Dog Pink,Sad
765,0.4,2438,68.53,https://magiceden.io/item-details/8eKiUGD6er3Qzhi8VZWaGMiNCtqvLHZcy33XxdVey3xT,Orange,Lightning,Shy Teal,Pink Flair,Hurt,None,Bunny Pink,Hungry
770,0.25,2472,69.62,https://magiceden.io/item-details/F8pW4nx4t35qWGV2gtYLy7xe8rBNHYNU26NnCGMW5YDi,Pink,Lightning,Concerned Teal,None,Worried,None,Cat Teal,Surly
771,0.25,1944,75.98,https://magiceden.io/item-details/9GiRvZfF8ZZbxHZQVqqPrRothdzM6tdFPkxx4yDYYzdp,Purple,Heart,Grim Pink,Scribbles,Excited,None,Dog Pink,Surly
781,0.4,2595,66.63,https://magiceden.io/item-details/261hyAWjamF9ACFtgDpawJGaryEkqeTDuSYAf9tZFHQy,Teal,Leaf,Grim Teal,Scribbles,Excited,None,Cat Purple,Happy
782,0.25,2686,67.04,https://magiceden.io/item-details/2NDiEUpGxwKCm4ZF8FuQVaMYRVzarb9mBVs21gchdWDg,Teal,Cell,Grim Teal,Orange Halo,Hurt,None,Bunny Purple,Joker
795,0.31,850,88.56,https://magiceden.io/item-details/9XjeqHWWx7Cqw3BfHwMAFevVNhAW91RNffpWL5PFXnNT,Teal,Leaf,Shy Teal,Scribbles,In Love,Tornados,Cat Teal,Hungry
800,0.4,280,94.53,https://magiceden.io/item-details/KRJRmKsC7bcpxPyacKJ2GmqkqgtuF8Uqi9WF2HTt3rh,Orange,Leaf,Shy Teal,None,Bored,Tear,Cat Pink,Spookyz Scary
802,0.2899,2343,70.77,https://magiceden.io/item-details/E4nXSGxyb5K2RL1JrExbMzaPvrq7M5V8N5Nb1ThAsWNj,Purple,Cell,Friendly Teal,None,Excited,Stars,Cat Purple,Bored
820,0.19,2442,70.58,https://magiceden.io/item-details/G6iwJJ672SwvVqxtjd3jJvWHhGSgMo5a19XsBeraEFWy,Purple,Heart,Friendly Teal,Rain,In Love,None,Dog Pink,Sad
828,0.33,133,97,https://magiceden.io/item-details/Armmntk9tpkm69KCFByHbe23LDS2SdNmM2ederLLXau8,Grey,Cloud,Grim Teal,Pink Flair,Panic,Eyes Scribbles,Fox Purple,Surly
847,0.26,1821,77.36,https://magiceden.io/item-details/FTwecBETPJCyAuJmru6T5KbBbpqedXYs81xSAGbHi8SK,Orange,Leaf,Grim Pink,None,Exhausted,Eyes Scribbles,Dog Teal,Surly
849,0.3,756,89.79,https://magiceden.io/item-details/7P4k8kRiz25Fh8JFQsiusqqLpA8n2DcuEqyJm7nNHP4n,Teal,Lightning,Concerned Teal,Colorful,Panic,Cap,Cat Teal,Hungry
884,0.21,3170,61.61,https://magiceden.io/item-details/DnePGcoirpnJE1bKpPC6ykNPtMhKAdXV7FAbkgVT2MDi,Orange,Cell,Concerned Teal,Pink Flair,Panic,None,Bunny Teal,Sad
907,0.25,887,88.71,https://magiceden.io/item-details/4Lp8ocVn43AX7szdaHkMQYTV3ESp86GSjgQgDQXhs5HX,Teal,House,Concerned Teal,Orange Halo,Exhausted,Eyes Scribbles,Bunny Purple,Hungry
927,0.3,2865,64.38,https://magiceden.io/item-details/3j1faN78rLTxXxG3627WyqQ3FXkoSXmB7GNRrbveuind,Orange,Cell,Concerned Pink,Pink Flair,In Love,Cap,Cat Purple,Happy
938,0.29,1279,83.59,https://magiceden.io/item-details/EqWzdvWP5GAG4UmhxxLfAZTasSZyNkfSVRR6bdAsi4FJ,Teal,Leaf,Concerned Teal,Orange Halo,Excited,None,Dog Pink,Clueless
941,0.2,1943,76.49,https://magiceden.io/item-details/An5S7bk5psX5ATquPMhAFF1Kjbk8rSvLG3QKuNSSFptR,Green,Heart,Shy Pink,Pink Flair,Hurt,None,Cat Purple,Surly
952,0.4,108,96.6,https://magiceden.io/item-details/FNReHRXavQwwDDQoDyAWrrasCnaPPMXrp127ZMydU9NU,Orange,House,Concerned Teal,Rain,Panic,Spookyz Scribbles,Bunny Purple,Clueless
978,0.33,132,97.01,https://magiceden.io/item-details/EuSjMcUrnGMj8aMbPu8MjG2AM3itbcPWddhGiUEFaf5s,Orange,Spookyz 2,Shy Purple,Orange Halo,Spookyz Watery,None,Cat Teal,Sad
991,0.2,2878,65.23,https://magiceden.io/item-details/GBVuqckvFq54urBaQRUYQodENXbe48akPGUHosfE3GKo,Purple,Cell,Concerned Teal,None,Hurt,Eyes Scribbles,Cat Purple,Happy
1010,0.25,1461,81.8,https://magiceden.io/item-details/GuFYqZjbF5pA6xMvvUsV4mxMTDWaMXoGoVNY3eUstEqj,Orange,Cell,Friendly Purple,Orange Halo,Panic,Stars,Bunny Teal,Joker
1026,0.25,1850,77.11,https://magiceden.io/item-details/DoJnMHNpNgk6YV9p8qPM4QACLsWim7zo3XpFAXofkCqM,Orange,Heart,Grim Purple,None,Hurt,Eyes Scribbles,Cat Teal,Clueless
1040,0.25,2280,71.93,https://magiceden.io/item-details/F4hu995kL6RjfsNzCahXA6A9gEmfyGYNknwpmWnx6Fwc,Purple,Heart,Grim Purple,Orange Halo,In Love,Stars,Bunny Purple,Cheeky
1049,0.37,155,96.33,https://magiceden.io/item-details/7mmsgtbQ7VUf6kys68wcvCBZjqMv7sHWyRRCFQNrBy73,Grey,Heart,Shy Teal,None,Spookyz Watery,Tear,Dog Purple,Bored
1058,0.4,278,94.55,https://magiceden.io/item-details/Gr7ZAtuiMJQpRQ3AthUPZcwycbyEThqYBjPx4cycarKc,Orange,Spookyz 1,Grim Purple,Pink Flair,Hurt,Cap,Fox Purple,Surly
1068,0.25,1869,76.88,https://magiceden.io/item-details/DhyohGWRy1ZsyQSWpGXN1NpDVMdsAgftuK2XxDS5v525,Teal,Cell,Grim Pink,None,Panic,Cap,Bunny Pink,Surprised
1078,0.28,365,94.7,https://magiceden.io/item-details/7J4o1GrkQ1JYmNgYmwKLHzdikWGpjS2LppU5ZJ91syuX,Orange,House,Shy Pink,Rain,Surprised,Mouth Scribbles,Cat Pink,Sad
1114,0.3,2009,74.7,https://magiceden.io/item-details/14RPZ8N4VpoJYND4PZi8E6qAhRtJsEchKv6WBwPUmV5n,Teal,Leaf,Concerned Pink,Rain,Exhausted,Cap,Cat Purple,Sad
1118,0.22,2227,72.87,https://magiceden.io/item-details/3PVNRaqBbxeMtw9P5KpkEG2yz8TxWSTLhTRV9ioqyHxy,Teal,Cell,Concerned Pink,None,Excited,Stars,Bunny Pink,Speechless
1140,0.28,382,94.5,https://magiceden.io/item-details/D7BaNx3ZuqcHcM16bhPzf8NZ8Ac76J9BGSuuLcwiHbFD,Purple,Lightning,Friendly Pink,Scribbles,Excited,Stars,Dog Teal,Cheeky
1150,0.25,1464,81.76,https://magiceden.io/item-details/BRDZ3oUsGAMjPrGHJCEFq1Ns4i47SPYN6LkDkrvrffCz,Purple,Leaf,Grim Pink,None,Exhausted,Cap,Bunny Pink,Joker
1184,0.23,2703,67.03,https://magiceden.io/item-details/26LWNac4H45caCGUHxtWVb4aXu4BgYccy4N2gkeNRpSb,Teal,Heart,Concerned Pink,Pink Flair,Excited,None,Bunny Purple,Joker
1219,0.25,3168,61.23,https://magiceden.io/item-details/F3m4FhfszoTiZJN6ekDJgtXXP2rj9KcVxuKTVA8RCv7Y,Teal,Cell,Grim Teal,Rain,Happy,None,Bunny Teal,Happy
1255,0.25,869,88.93,https://magiceden.io/item-details/2qTpLrcCXWCmm6E5opckCiX7Z44LZdWZSgfMLefNesqf,Teal,House,Concerned Teal,Flames,Worried,None,Cat Pink,Hungry
1287,0.34,1421,81.38,https://magiceden.io/item-details/BhoXu6Q5EWUohs1iwzk1XQtVhucBbeU3xeNZkGdXpZPv,Purple,Cell,Concerned Purple,Pink Flair,Excited,Mouth Scribbles,Cat Purple,Joker
1327,0.3,174,96.8,https://magiceden.io/item-details/26BdUi24EsMuoXvyzKrzrEr4NLWdRRwdGTANrQRmvj7y,Teal,Lightning,Grim Purple,Scribbles,In Love,Scars,Cat Teal,Spookyz Scary
1344,0.22,810,89.94,https://magiceden.io/item-details/4jpWaeC3WxVoLDYkB85WYrfvXyA6t4UDt7BxbCPXPFey,Orange,Spookyz 1,Concerned Teal,Rain,Excited,None,Cat Purple,Clueless
1352,0.21,2906,64.79,https://magiceden.io/item-details/4Jd6239Md1Z2u4gPaSCZjbbvZZJ8nEtxTHCqqXYs4f2a,Teal,Heart,Grim Purple,Pink Flair,Exhausted,None,Cat Purple,Hungry
1425,0.21,874,89.27,https://magiceden.io/item-details/DwHjbRUrnsoTL7b152wi52eauYJZXNZNK7hLQXHQrqPB,Green,Heart,Concerned Pink,Orange Halo,Spookyz Watery,None,Cat Pink,Bored
1462,0.25,1010,87.23,https://magiceden.io/item-details/Ee31ZWDiSWsKz236gZ2ktgvb1q9Yz7ewKSRkvDz3LhyG,Orange,Cloud,Shy Purple,Orange Halo,Surprised,None,Cat Pink,Happy
1479,0.24,1290,83.96,https://magiceden.io/item-details/4ZV4VGKRgA5M7CZppu8CgfHV8EBXmdFyQqme6RkxnHf3,Purple,House,Grim Purple,Scribbles,Excited,None,Dog Pink,Sad
1488,0.26,2471,69.53,https://magiceden.io/item-details/FAuedy4szGHDqP8QNVrQtex6AY1rs7ChuLzN3xWxDUoj,Grey,Leaf,Concerned Pink,None,Excited,None,Bunny Teal,Bored
1528,0.3,1827,76.89,https://magiceden.io/item-details/D7cQ1xZEotMCCatkVmwSckSnGtfht1VksH3VQsYvYQXR,Purple,Heart,Shy Pink,Pink Flair,In Love,Stars,Bunny Purple,Surly
1561,0.31,696,90.41,https://magiceden.io/item-details/Ffyya79FirGff9jhuzAfboV837Tbsa8FnKi293sTMwVE,Green,Heart,Shy Teal,None,Happy,Mouth Scribbles,Cat Purple,Clueless
1580,0.4,244,94.96,https://magiceden.io/item-details/FxCtT2mkuTWLVHE6beYsywwvDJLLY96ARRBwQkfB77QD,Orange,Leaf,Concerned Pink,Orange Halo,Excited,Cap,Dog Teal,Spookyz Fangs
1591,0.25,1100,86.15,https://magiceden.io/item-details/HhG1hb7M9khpmh7fkVuya4o6fnGm8JXQy6x65XNUEucB,Purple,Cell,Concerned Purple,Orange Halo,Happy,Tear,Cat Teal,Joker
1625,0.25,2964,63.69,https://magiceden.io/item-details/AsVCLbzcaYUHizPWu8RFDfhzZcAQXksh7vpJFcyZtgCe,Purple,Heart,Concerned Teal,None,Bored,None,Cat Pink,Surly
1659,0.4,1935,74.59,https://magiceden.io/item-details/3sUSjnk2bZss7uM2v6zPmzHqXKUj1s49M8Vt5eofw1Qx,Orange,Leaf,Shy Teal,None,In Love,Cap,Fox Purple,Cheeky
1663,0.39,2453,68.45,https://magiceden.io/item-details/5vRHMpg5eQT4RtvynHQvYRsh2G7zZ4pCXajUTHwQPqkx,Pink,Heart,Concerned Pink,None,Sad,None,Cat Pink,Surly
1680,0.25,1449,81.94,https://magiceden.io/item-details/6CBSdeM6uULJi81CMSMXD6Qzmq3Nt91o674Tu1jR9yq3,Orange,Lightning,Shy Purple,None,Worried,Tornados,Bunny Pink,Happy
1689,0.19,1878,77.37,https://magiceden.io/item-details/7B21NCN6Bz7i88yTzV7j7ztLebHpkYHyXUCbSS8sY4aN,Teal,Heart,Concerned Purple,Pink Flair,In Love,Eyes Scribbles,Bunny Purple,Joker
1700,0.23,1271,84.29,https://magiceden.io/item-details/9KY68enWM1xn8UFqwGznBFpnwsqj942sAZCGFMT861sL,Purple,Cell,Shy Pink,Orange Halo,Happy,Mouth Scribbles,Bunny Pink,Bored
1701,0.25,3295,59.7,https://magiceden.io/item-details/Bidto8x96vtFVEs1NykBqJHH3fLmAhSmSddAZukbCyJe,Teal,Cell,Concerned Purple,None,In Love,None,Cat Teal,Joker
1711,0.28,2971,63.3,https://magiceden.io/item-details/4Hs6yN7iEkwgqBm4UKWfQFyguFQ5e5GBauXcXnWWCZDi,Purple,Cell,Grim Teal,Pink Flair,In Love,None,Cat Teal,Hungry
1783,0.25,943,88.04,https://magiceden.io/item-details/3MFpmyEZ1JBvwLsJJ6sqshZHnjwv3RgeNvV2Ynzc3A1J,Teal,Lightning,Grim Purple,None,Spookyz Watery,None,Cat Purple,Clueless
1799,0.378,182,95.93,https://magiceden.io/item-details/CuLN73TR4x6H7VBY3151oANuXSKuVQahjKXwmjKMRJPC,Orange,Leaf,Concerned Teal,Colorful,Worried,Cap,Fox Teal,Hungry
1840,0.37,95,97.06,https://magiceden.io/item-details/E27oqb4vUkzP8oGYvC1bHtvKcozzMJFzhPrwdgnncSkx,Grey,House,Shy Purple,Flames,Exhausted,Cap,Cat Teal,Sad
1877,0.19,3319,60.01,https://magiceden.io/item-details/23UjjKpXZK6z7Ev2ZfXuhV8UpAgQpEA8qVcBypg1knhH,Teal,Cell,Grim Purple,None,Happy,None,Cat Teal,Happy
1881,0.25,608,92.07,https://magiceden.io/item-details/EvA1NVyDWsXvMC5r8HR4D6GXkxmkLoRSUTVCwQiiWF7T,Purple,House,Grim Pink,Rain,Exhausted,Stars,Cat Teal,Speechless
1914,0.4,622,90.41,https://magiceden.io/item-details/CWeGnMcZLdyKaBvamzL1HMQkbEB864YAmaKPc8cVQBuF,Purple,Spookyz 1,Concerned Pink,None,Hurt,Mouth Scribbles,Fox Teal,Bored
1918,0.34,1788,76.96,https://magiceden.io/item-details/DjBpWHvE3nRaG78Tkd8Z16joK4KFBk5k5egD4kwuCk53,Purple,Leaf,Friendly Teal,None,Hurt,None,Fox Purple,Surly
1934,0.25,2228,72.56,https://magiceden.io/item-details/8EhdD7b8CJsmCzR17zjiPFExNMRQDmJwqkgqnBcTeMUY,Teal,Cell,Friendly Pink,Orange Halo,Panic,None,Bunny Purple,Hungry
1948,0.28,1286,83.61,https://magiceden.io/item-details/F7Mxu78VwmCfVhAULPVLNxPR4FjpPWspPyAZK4oYG3dq,Orange,Heart,Friendly Purple,Scribbles,Panic,Stars,Cat Purple,Joker
1965,0.33,78,97.66,https://magiceden.io/item-details/BHc3nZgZtd5c5kzpGWPmyVcNVv7BC7bsvXd5x9koZFfe,Orange,Cell,Shy Pink,Scribbles,Surprised,Spookyz Lightning,Bunny Purple,Bored
2011,0.25,2626,67.76,https://magiceden.io/item-details/AJ1Y7RnYDwG4JhubFafXSHakRi2mRUsgiMyGfLZeQRuy,Purple,Heart,Grim Purple,None,Excited,Mouth Scribbles,Bunny Teal,Happy
2014,0.26,1014,87.08,https://magiceden.io/item-details/6hQUE6QxVyoFqUUaWHtip35TWXTNixNLCVs83iMJP4g2,Orange,House,Concerned Purple,Scribbles,In Love,Tornados,Cat Teal,Bored
2030,0.19,3230,61.08,https://magiceden.io/item-details/8urT14Bme47bjrQDt4vNFP8CQxJbj2iVTnUUbbiZLbuT,Purple,Heart,Concerned Purple,None,Exhausted,None,Cat Purple,Hungry
2039,0.365,738,89.36,https://magiceden.io/item-details/2hGtK4MpkPxW2BTJJ1nT28qHdv7t431o2DVYS6yHzzn8,Purple,Heart,Grim Pink,Colorful,Panic,None,Dog Purple,Speechless
2086,0.2,574,92.98,https://magiceden.io/item-details/BjNtp9r5grhDx3abSoDgJrTWSYxocsY66YcEwqQam9NN,Teal,Lightning,Friendly Pink,Scribbles,Panic,Mouth Scribbles,Cat Purple,Surly
2115,0.35,895,87.62,https://magiceden.io/item-details/3ztD3F3qhD35V6YB3W7GuuZqnCrsE4b4FAdYWMC7wz8M,Teal,House,Friendly Purple,Orange Halo,Bored,None,Cat Pink,Surly
2117,0.2,1774,78.53,https://magiceden.io/item-details/6nxKXAHTgJCDCYM6NZTqGrnBa1Qny2eY4hGZK9R8ubUR,Pink,Lightning,Grim Purple,None,In Love,Tornados,Dog Teal,Happy
2140,0.3,263,95.73,https://magiceden.io/item-details/49N3dQDgDpwU4HuaejnfchDjDYbUa3VSHNmnvjVV7ebx,Teal,Cell,Concerned Purple,None,In Love,Spookyz Scribbles,Cat Purple,Spookyz Bored
2150,0.3869,460,92.49,https://magiceden.io/item-details/7C2eQgoFQPMgqzFdRrDiQJgaJDWwceZu3MK7gqsD1wT1,Pink,House,Shy Purple,None,Excited,None,Fox Pink,Surprised
2179,0.28,474,93.39,https://magiceden.io/item-details/9dwSzjvfKvLb3xQivhnAzG4vpzeTyEci93TAMrsdEt5s,Purple,Cloud,Concerned Purple,Rain,Bored,Stars,Bunny Teal,Joker
2210,0.2899,1185,84.72,https://magiceden.io/item-details/EVv91x9pCfDGFyc6CGeYm3WkDKmm1wFtP68RyCa3iADD,Pink,House,Shy Pink,Pink Flair,Happy,None,Bunny Teal,Sad
2214,0.25,1656,79.45,https://magiceden.io/item-details/9QeYAUN73d1ov3oPF7YnL1juFWAz1xDLS5NYPcumVmdM,Teal,Cell,Grim Teal,Pink Flair,Hurt,Mouth Scribbles,Dog Pink,Sad
2215,0.4,637,90.23,https://magiceden.io/item-details/3UQY3QhyXTTmgMr3sbRL9chULvd3ijxfWZysLrJdj8TF,Teal,Heart,Friendly Purple,Orange Halo,Panic,Scars,Dog Pink,Hungry
2217,0.25,1214,84.77,https://magiceden.io/item-details/7aZ29zUJ1yKL6ah63Wf1cvYkgg3U8Zb5SgeUKJ6LfKPc,Purple,Cell,Shy Purple,Scribbles,Hurt,Cap,Bunny Purple,Surly
